RegionCode,RegionName,CountryCode,CountryName,Year,Sex,SuicideCount,CauseSpecificDeathPercentage,StdDeathRate,DeathRatePer100K,Population,GDP,GDPPerCapita,GNI,GNIPerCapita,InflationRate,EmploymentPopulationRatio
AS,Asia,BHR,Bahrain,2008,Female,8,0.86862106,1.52438685,1.87394883,1110343,25710904255,23155.82145,23250102238,46350,3.526003164,69.355
EU,Europe,BGR,Bulgaria,1991,Male,1001,1.66927926,19.76532342,22.60971698,8632367,10943548387,1267.734375,14005767677,6490,338.4491115,50.598
EU,Europe,BGR,Bulgaria,1991,Female,383,0.75906217,6.15726502,8.4088963,8632367,10943548387,1267.734375,14005767677,6490,338.4491115,50.598
AS,Asia,BHR,Bahrain,2009,Male,30,2.06753963,3.36466629,4.09837745,1179453,22938218085,19448.18326,22319121664,41820,2.795512836,70.317
AS,Asia,BHR,Bahrain,2009,Female,6,0.64102564,1.00577102,1.34403183,1179453,22938218085,19448.18326,22319121664,41820,2.795512836,70.317
EU,Europe,BGR,Bulgaria,1992,Male,1108,1.8554802,22.54070531,26.38534994,8540164,10350515464,1211.980878,12201065686,6810,91.29793273,48.423
EU,Europe,BGR,Bulgaria,1992,Female,411,0.85123128,7.01185594,9.46808266,8540164,10350515464,1211.980878,12201065686,6810,91.29793273,48.423
EU,Europe,BGR,Bulgaria,1993,Male,1023,1.67696671,21.06947777,24.58898183,8472313,10832064942,1278.525114,10582888284,6910,72.87879139,47.072
EU,Europe,BGR,Bulgaria,1993,Female,447,0.92094691,7.65605768,10.36665971,8472313,10832064942,1278.525114,10582888284,6910,72.87879139,47.072
AS,Asia,BHR,Bahrain,2010,Male,15,1.05633803,1.29017656,1.96278045,1213645,25713271277,21186.81433,23537720534,43510,1.961884683,70.944
AS,Asia,BHR,Bahrain,2010,Female,4,0.4077472,0.67595329,0.86195193,1213645,25713271277,21186.81433,23537720534,43510,1.961884683,70.944
EU,Europe,BGR,Bulgaria,1994,Male,1048,1.68461662,21.07890532,25.30911901,8443591,9697416974,1148.494399,10500779720,7190,96.05733827,48.342
EU,Europe,BGR,Bulgaria,1994,Female,416,0.83909878,7.26312152,9.66812308,8443591,9697416974,1148.494399,10500779720,7190,96.05733827,48.342
EU,Europe,BGR,Bulgaria,1995,Male,1020,1.60883281,20.62823675,24.77712731,8406067,18991484420,2259.259226,12751576534,7570,62.05483368,48.51
EU,Europe,BGR,Bulgaria,1995,Female,413,0.8055393,7.01684721,9.62838625,8406067,18991484420,2259.259226,12751576534,7570,62.05483368,48.51
AS,Asia,BHR,Bahrain,2011,Male,12,0.78947368,1.54018069,1.6183783,1212077,28776595745,23741.55746,23212673261,43420,-0.400040697,70.286
AS,Asia,BHR,Bahrain,2011,Female,6,0.59701493,1.14047813,1.32293506,1212077,28776595745,23741.55746,23212673261,43420,-0.400040697,70.286
EU,Europe,BGR,Bulgaria,1996,Male,1111,1.74178882,22.68410024,27.16115783,8362826,12294964838,1470.192593,13265926276,6630,121.6075424,46.982
EU,Europe,BGR,Bulgaria,1996,Female,415,0.7790355,7.07572655,9.71350997,8362826,12294964838,1470.192593,13265926276,6630,121.6075424,46.982
EU,Europe,BGR,Bulgaria,1997,Male,1002,1.5218712,20.29182809,24.67251059,8312068,11316127379,1361.409384,12129809302,5570,1058.373559,45.581
EU,Europe,BGR,Bulgaria,1997,Female,463,0.82647579,7.83246102,10.89206738,8312068,11316127379,1361.409384,12129809302,5570,1058.373559,45.581
AS,Asia,BHR,Bahrain,2012,Male,18,1.16204003,1.45076016,2.2331675,1224939,30749308511,25102.72635,28613156267,52020,2.7573967,70.609
AS,Asia,BHR,Bahrain,2012,Female,1,0.09407338,0.1408229,0.20246522,1224939,30749308511,25102.72635,28613156267,52020,2.7573967,70.609
EU,Europe,BGR,Bulgaria,1998,Male,1055,1.63464518,21.72877665,26.18190843,8256786,15031055047,1820.448664,11856359150,6060,18.67220444,45.602
EU,Europe,BGR,Bulgaria,1998,Female,448,0.83504194,7.5085821,10.59778109,8256786,15031055047,1820.448664,11856359150,6060,18.67220444,45.602
EU,Europe,BGR,Bulgaria,1999,Male,965,1.60919157,19.59204245,24.10932894,8210624,13627325461,1659.718611,12146868063,5730,2.573042819,43.86
EU,Europe,BGR,Bulgaria,1999,Female,342,0.66000232,5.76080936,8.12737643,8210624,13627325461,1659.718611,12146868063,5730,2.573042819,43.86
AS,Asia,BHR,Bahrain,2013,Male,5,0.3227889,0.4580161,0.61624242,1261673,32539468085,25790.73031,31282350547,51700,3.300011569,70.671
AS,Asia,BHR,Bahrain,2013,Female,0,0,0,0,1261673,32539468085,25790.73031,31282350547,51700,3.300011569,70.671
EU,Europe,BGR,Bulgaria,2000,Male,1001,1.62711313,20.47066694,25.15522862,8170172,13245990274,1621.262107,13562745977,6270,10.31626213,42.041
EU,Europe,BGR,Bulgaria,2000,Female,382,0.71312562,6.38514137,9.11503073,8170172,13245990274,1621.262107,13562745977,6270,10.31626213,42.041
EU,Europe,BGR,Bulgaria,2001,Male,951,1.58117882,19.37578407,24.67751855,8009142,14183446026,1770.907049,14192525441,6970,7.360939272,41.137
EU,Europe,BGR,Bulgaria,2001,Female,363,0.69509603,6.13597347,8.94178749,8009142,14183446026,1770.907049,14192525441,6970,7.360939272,41.137
AS,Asia,BHR,Bahrain,2014,Male,8,0.48840049,0.80295338,0.99195647,1311134,33387712766,25464.7601,32157332384,49530,2.647553212,70.197
AS,Asia,BHR,Bahrain,2014,Female,1,0.09460738,0.14124136,0.19682134,1311134,33387712766,25464.7601,32157332384,49530,2.647553212,70.197
EU,Europe,BGR,Bulgaria,2002,Male,981,1.63658203,19.95738298,25.62105596,7837161,16403043850,2092.982886,15421104005,7950,5.810143657,41.616
EU,Europe,BGR,Bulgaria,2002,Female,336,0.63787375,5.63928395,8.31679463,7837161,16403043850,2092.982886,15421104005,7950,5.810143657,41.616
EU,Europe,BGR,Bulgaria,2003,Male,800,1.33351113,16.42970924,21.03325331,7775327,21144957990,2719.494369,18444531844,8550,2.348641696,43.066
EU,Europe,BGR,Bulgaria,2003,Female,292,0.56224126,5.01939327,7.26358041,7775327,21144957990,2719.494369,18444531844,8550,2.348641696,43.066
NAC,North America and the Caribbean,BRB,Barbados,1991,Male,13,1.19705341,11.11494776,10.48387097,259402,2020583702,7789.391377,1981442825,9380,6.257526633,51.859
NAC,North America and the Caribbean,BRB,Barbados,1991,Female,4,0.33500838,3.08996364,2.98507463,259402,2020583702,7789.391377,1981442825,9380,6.257526633,51.859
EU,Europe,BGR,Bulgaria,2004,Male,746,1.25894424,15.23397746,19.73949686,7716860,26157743369,3389.687434,23597391686,9310,6.147130742,44.464
EU,Europe,BGR,Bulgaria,2004,Female,267,0.52503245,4.42917885,6.67177086,7716860,26157743369,3389.687434,23597391686,9310,6.147130742,44.464
EU,Europe,BGR,Bulgaria,2005,Male,727,1.19649117,14.57626239,19.35843433,7658972,29868657858,3899.825963,29128687189,10320,5.038838071,44.681
EU,Europe,BGR,Bulgaria,2005,Female,255,0.48467109,4.4404422,6.39991005,7658972,29868657858,3899.825963,29128687189,10320,5.038838071,44.681
NAC,North America and the Caribbean,BRB,Barbados,1992,Male,11,0.94339623,9.45113535,8.87096774,260212,1957000000,7520.79074,1961838035,9060,6.09389303,50.991
NAC,North America and the Caribbean,BRB,Barbados,1992,Female,3,0.25020851,2.5764,2.22222222,260212,1957000000,7520.79074,1961838035,9060,6.09389303,50.991
EU,Europe,BGR,Bulgaria,2006,Male,752,1.24291357,15.17132963,20.14935171,7601022,34380536496,4523.146558,32658103888,11120,7.261594628,46.7
EU,Europe,BGR,Bulgaria,2006,Female,225,0.42504959,3.71046594,5.67194956,7601022,34380536496,4523.146558,32658103888,11120,7.261594628,46.7
EU,Europe,BGR,Bulgaria,2007,Male,663,1.10826939,13.03790701,17.86910276,7545338,44432811756,5888.776852,36336316483,11880,8.40253419,48.981
EU,Europe,BGR,Bulgaria,2007,Female,239,0.44940862,4.04770007,6.05147705,7545338,44432811756,5888.776852,36336316483,11880,8.40253419,48.981
NAC,North America and the Caribbean,BRB,Barbados,1993,Male,15,1.25838926,12.17627617,12.02886929,260995,2063342117,7905.676802,2029113660,9280,1.113439336,50.444
NAC,North America and the Caribbean,BRB,Barbados,1993,Female,1,0.08136697,0.96744681,0.74294205,260995,2063342117,7905.676802,2029113660,9280,1.113439336,50.444
EU,Europe,BGR,Bulgaria,2008,Male,694,1.19033326,14.08809153,18.8051164,7492561,54480684188,7271.303389,45506114797,13650,12.3487196,50.791
EU,Europe,BGR,Bulgaria,2008,Female,245,0.4691689,3.946346,6.22948402,7492561,54480684188,7271.303389,45506114797,13650,12.3487196,50.791
EU,Europe,BGR,Bulgaria,2009,Male,662,1.16448838,13.23876468,18.03669241,7444443,52023801230,6988.273163,49728754927,13730,2.753202239,49.404
EU,Europe,BGR,Bulgaria,2009,Female,206,0.4021945,3.33875775,5.26203531,7444443,52023801230,6988.273163,49728754927,13730,2.753202239,49.404
NAC,North America and the Caribbean,BRB,Barbados,1994,Male,10,0.84745763,9.70843909,7.99360512,261712,2151344901,8220.27611,2120909304,9620,0.077204388,52.004
NAC,North America and the Caribbean,BRB,Barbados,1994,Female,4,0.32626427,3.31017271,2.96956199,261712,2151344901,8220.27611,2120909304,9620,0.077204388,52.004
EU,Europe,BGR,Bulgaria,2010,Male,649,1.12593466,13.06800918,17.80736221,7395599,50760929303,6863.667068,51842228080,14650,2.438990605,47.902
EU,Europe,BGR,Bulgaria,2010,Female,210,0.39981723,3.38663917,5.3988337,7395599,50760929303,6863.667068,51842228080,14650,2.438990605,47.902
EU,Europe,BGR,Bulgaria,2011,Male,605,1.06826288,12.65363022,16.81355133,7348328,57737040780,7857.16707,53386008477,15250,4.219903466,46.597
EU,Europe,BGR,Bulgaria,2011,Female,158,0.3060592,2.7095701,4.13855462,7348328,57737040780,7857.16707,53386008477,15250,4.219903466,46.597
NAC,North America and the Caribbean,BRB,Barbados,1995,Male,12,0.95541401,8.92950039,9.55414013,262303,2216974096,8451.958599,2218292104,9950,1.878862794,54.76
NAC,North America and the Caribbean,BRB,Barbados,1995,Female,5,0.40192926,4.01915629,3.70644922,262303,2216974096,8451.958599,2218292104,9950,1.878862794,54.76
EU,Europe,BGR,Bulgaria,2012,Male,673,1.18690699,13.78964913,18.92618507,7305888,54288135059,7430.73738,54766093429,16110,2.954568298,46.567
EU,Europe,BGR,Bulgaria,2012,Female,199,0.3784781,3.45562419,5.30671195,7305888,54288135059,7430.73738,54766093429,16110,2.954568298,46.567
EU,Europe,BGR,Bulgaria,2013,Male,573,1.04510551,11.73796691,16.20929395,7265115,55852123990,7687.713682,55187884330,16280,0.890093541,46.925
EU,Europe,BGR,Bulgaria,2013,Female,148,0.29888121,2.66912979,3.96771566,7265115,55852123990,7687.713682,55187884330,16280,0.890093541,46.925
NAC,North America and the Caribbean,BRB,Barbados,2000,Male,8,0.66777963,5.97287644,6.13252384,264657,3059500000,11560.2459,2926246619,12620,2.435813035,62.273
NAC,North America and the Caribbean,BRB,Barbados,2000,Female,2,0.16260163,1.17936377,1.41784643,264657,3059500000,11560.2459,2926246619,12620,2.435813035,62.273
EU,Europe,BGR,Bulgaria,2014,Male,552,0.97474837,11.34853261,15.71091909,7223938,57157782910,7912.274844,55665386418,17470,-1.418183803,47.957
EU,Europe,BGR,Bulgaria,2014,Female,172,0.32873361,2.75478071,4.63554696,7223938,57157782910,7912.274844,55665386418,17470,-1.418183803,47.957
EU,Europe,BGR,Bulgaria,2015,Male,520,0.91164095,10.71279653,14.90143845,7177991,50811995689,7078.860323,53359150403,17820,-0.104633261,49.128
EU,Europe,BGR,Bulgaria,2015,Female,159,0.29956478,2.69176603,4.31081812,7177991,50811995689,7078.860323,53359150403,17820,-0.104633261,49.128
NAC,North America and the Caribbean,BRB,Barbados,2001,Male,2,0.25510204,1.53389009,1.52788388,265377,3054500000,11510.04043,2895584910,12500,2.577834904,62.699
NAC,North America and the Caribbean,BRB,Barbados,2001,Female,0,0,0,0,265377,3054500000,11510.04043,2895584910,12500,2.577834904,62.699
EU,Europe,BGR,Bulgaria,2016,Male,508,0.90517088,10.50973903,14.66691381,7127822,53964253212,7570.931655,52781352542,19450,-0.798649886,49.293
EU,Europe,BGR,Bulgaria,2016,Female,159,0.30898986,2.8059311,4.33923068,7127822,53964253212,7570.931655,52781352542,19450,-0.798649886,49.293
EU,Europe,BGR,Bulgaria,2017,Male,533,0.93869428,10.78340123,15.51134773,7075947,59309748166,8381.881346,53947735690,20990,2.061596194,51.94
EU,Europe,BGR,Bulgaria,2017,Female,165,0.31126203,2.70299819,4.53327465,7075947,59309748166,8381.881346,53947735690,20990,2.061596194,51.94
NAC,North America and the Caribbean,BRB,Barbados,2002,Male,0,0,0,0,266455,3106500000,11658.62904,2913090220,12710,0.125249458,61.422
NAC,North America and the Caribbean,BRB,Barbados,2002,Female,0,0,0,0,266455,3106500000,11658.62904,2913090220,12710,0.125249458,61.422
EU,Europe,BGR,Bulgaria,2018,Male,497,0.88172157,10.049183,14.57882023,7025037,66370132238,9447.655897,59958443795,22260,2.814544738,52.438
EU,Europe,BGR,Bulgaria,2018,Female,145,0.27799613,2.97711983,4.00997571,7025037,66370132238,9447.655897,59958443795,22260,2.814544738,52.438
EU,Europe,BGR,Bulgaria,2019,Male,450,0.80188175,9.40899445,13.30308704,6975761,68881010246,9874.336326,66274613365,24450,3.103729448,54.187
EU,Europe,BGR,Bulgaria,2019,Female,123,0.23669778,2.0662311,3.42324024,6975761,68881010246,9874.336326,66274613365,24450,3.103729448,54.187
NAC,North America and the Caribbean,BRB,Barbados,2003,Male,0,0,0,0,267499,3209500000,11998.17569,3099131583,13150,1.619433198,61.632
NAC,North America and the Caribbean,BRB,Barbados,2003,Female,0,0,0,0,267499,3209500000,11998.17569,3099131583,13150,1.619433198,61.632
EU,Europe,BGR,Bulgaria,2020,Male,465,0.70507961,9.64975044,13.84060181,6934015,70368758395,10148.3424,66086984109,24240,1.672440969,52.706
EU,Europe,BGR,Bulgaria,2020,Female,123,0.20923705,2.13194332,3.44120003,6934015,70368758395,10148.3424,66086984109,24240,1.672440969,52.706
EU,Europe,BGR,Bulgaria,2021,Male,432,0.55886881,9.06383324,12.97097474,6877743,84041493016,12219.34187,75965019544,26860,3.297744353,52.348
EU,Europe,BGR,Bulgaria,2021,Female,127,0.1771368,2.18723596,3.5802589,6877743,84041493016,12219.34187,75965019544,26860,3.297744353,52.348
NAC,North America and the Caribbean,BRB,Barbados,2004,Male,3,0.28598665,2.02473229,2.26980404,268505,3444500000,12828.43895,3383468817,13750,1.394422311,63.012
NAC,North America and the Caribbean,BRB,Barbados,2004,Female,0,0,0,0,268505,3444500000,12828.43895,3383468817,13750,1.394422311,63.012
NAC,North America and the Caribbean,BRB,Barbados,2005,Male,1,0.08143322,0.62583096,0.75388628,269477,3819500000,14173.75138,3658306711,14510,6.082187295,63.244
NAC,North America and the Caribbean,BRB,Barbados,2005,Female,0,0,0,0,269477,3819500000,14173.75138,3658306711,14510,6.082187295,63.244
NAC,North America and the Caribbean,BRB,Barbados,2006,Male,9,0.76013514,6.00320165,6.75832964,270425,4217450000,15595.6365,3948332203,15560,7.307662628,61.945
NAC,North America and the Caribbean,BRB,Barbados,2006,Female,0,0,0,0,270425,4217450000,15595.6365,3948332203,15560,7.307662628,61.945
NAC,North America and the Caribbean,BRB,Barbados,2007,Male,0,0,0,0,271444,4674000000,17219.02123,4325315088,16600,4.034229829,62.776
NAC,North America and the Caribbean,BRB,Barbados,2007,Female,0,0,0,0,271444,4674000000,17219.02123,4325315088,16600,4.034229829,62.776
NAC,North America and the Caribbean,BRB,Barbados,2008,Male,0,0,0,0,272635,4785250000,17551.85504,4525522675,16760,8.108108108,62.129
NAC,North America and the Caribbean,BRB,Barbados,2008,Female,1,0.08190008,0.60166165,0.6865727,272635,4785250000,17551.85504,4525522675,16760,8.108108108,62.129
NAC,North America and the Caribbean,BRB,Barbados,2009,Male,5,0.42122999,3.26403336,3.70771353,273791,4465500000,16309.88601,4423798104,16100,3.643861893,60.835
NAC,North America and the Caribbean,BRB,Barbados,2009,Female,0,0,0,0,273791,4465500000,16309.88601,4423798104,16100,3.643861893,60.835
NAC,North America and the Caribbean,BRB,Barbados,2010,Male,3,0.26338894,1.87857746,2.21588643,274711,4531150000,16494.24304,4387128879,16160,5.824218533,60.374
NAC,North America and the Caribbean,BRB,Barbados,2010,Female,0,0,0,0,274711,4531150000,16494.24304,4387128879,16160,5.824218533,60.374
NAC,North America and the Caribbean,BRB,Barbados,2011,Male,0,0,0,0,275486,4656400000,16902.49232,4257038753,15670,9.432202402,60.027
NAC,North America and the Caribbean,BRB,Barbados,2011,Female,0,0,0,0,275486,4656400000,16902.49232,4257038753,15670,9.432202402,60.027
NAC,North America and the Caribbean,BRB,Barbados,2012,Male,0,0,0,0,276197,4613850000,16704.92438,4465445969,15150,4.533347539,58.519
NAC,North America and the Caribbean,BRB,Barbados,2012,Female,0,0,0,0,276197,4613850000,16704.92438,4465445969,15150,4.533347539,58.519
NAC,North America and the Caribbean,BRB,Barbados,2013,Male,0,0,0,0,276865,4685550000,16923.59092,4462007202,15120,1.81410436,59.005
NAC,North America and the Caribbean,BRB,Barbados,2013,Female,0,0,0,0,276865,4685550000,16923.59092,4462007202,15120,1.81410436,59.005
NAC,North America and the Caribbean,BHS,Bahamas,2003,Male,1,0.11350738,0.58169828,0.6572591,338490,8870090000,26204.8805,8693917815,26770,3.025045263,66.898
NAC,North America and the Caribbean,BHS,Bahamas,2003,Female,0,0,0,0,338490,8870090000,26204.8805,8693917815,26770,3.025045263,66.898
EU,Europe,BLR,Belarus,1993,Male,2361,3.64211338,46.85030466,48.69245999,10239050,16416666667,1603.338851,17205062775,4650,1190.229233,53.932
EU,Europe,BLR,Belarus,1993,Female,525,0.82393007,8.07306868,9.59675356,10239050,16416666667,1603.338851,17205062775,4650,1190.229233,53.932
EU,Europe,BLR,Belarus,1994,Male,2582,3.92550361,51.30384388,53.47859406,10226955,14952100840,1462.028614,11646180787,4190,2221.01657,51.437
EU,Europe,BLR,Belarus,1994,Female,571,0.88902036,8.66021451,10.41932776,10226955,14952100840,1462.028614,11646180787,4190,2221.01657,51.437
NAC,North America and the Caribbean,BHS,Bahamas,2015,Male,4,0.32520325,2.08175196,2.20254614,392697,11672900000,29724.95334,10508678879,30400,1.861483029,64.789
NAC,North America and the Caribbean,BHS,Bahamas,2015,Female,1,0.09960159,0.49801352,0.51923237,392697,11672900000,29724.95334,10508678879,30400,1.861483029,64.789
EU,Europe,BLR,Belarus,1995,Male,2691,3.91247456,53.57224025,56.06950869,10193831,13970425777,1370.478457,14010421431,3850,709.3460321,48.648
EU,Europe,BLR,Belarus,1995,Female,515,0.79236864,7.96349843,9.39540993,10193831,13970425777,1370.478457,14010421431,3850,709.3460321,48.648
EU,Europe,BLR,Belarus,1996,Male,3086,4.552361,61.10053998,64.49859967,10159569,14756846154,1452.507105,14778943341,4050,52.71207675,44.505
EU,Europe,BLR,Belarus,1996,Female,546,0.72650824,8.28936664,9.9897541,10159569,14756846154,1452.507105,14778943341,4050,52.71207675,44.505
EU,Europe,BLR,Belarus,1997,Male,2979,4.21924793,58.18196714,62.46330622,10117433,14130585516,1396.657187,15584440171,4590,63.93736634,48.494
EU,Europe,BLR,Belarus,1997,Female,562,0.85089632,8.89445007,10.31041315,10117433,14130585516,1396.657187,15584440171,4590,63.93736634,48.494
EU,Europe,BLR,Belarus,1998,Male,3016,4.21146703,59.21608005,63.44131258,10071963,15221352699,1511.259791,15716559747,5060,72.86971705,50.189
EU,Europe,BLR,Belarus,1998,Female,550,0.83736792,8.24228358,10.11494253,10071963,15221352699,1511.259791,15716559747,5060,72.86971705,50.189
EU,Europe,BLR,Belarus,1999,Male,2877,3.89352027,56.74208966,61.06076363,10026738,12138243081,1210.587439,14138688448,5340,293.6787509,50.959
EU,Europe,BLR,Belarus,1999,Female,531,0.77935802,8.43846111,9.97464074,10026738,12138243081,1210.587439,14138688448,5340,293.6787509,50.959
EU,Europe,BLR,Belarus,2000,Male,2985,4.25201561,58.34128715,63.57197849,9979610,12736780455,1276.280381,13765809032,5780,168.6202359,51.843
EU,Europe,BLR,Belarus,2000,Female,506,0.78249439,7.61018479,9.53010014,9979610,12736780455,1276.280381,13765809032,5780,168.6202359,51.843
EU,Europe,BLR,Belarus,2001,Male,2822,3.83168814,54.85541943,60.33658492,9928549,12354820144,1244.373185,12926037362,6220,61.13493316,52.636
EU,Europe,BLR,Belarus,2001,Female,492,0.73818455,7.39000338,9.29425615,9928549,12354820144,1244.373185,12926037362,6220,61.13493316,52.636
EU,Europe,BLR,Belarus,2002,Male,2789,3.5948597,54.09500628,59.95130381,9865548,14594900945,1479.380663,13638304684,6690,42.53754813,53.368
EU,Europe,BLR,Belarus,2002,Female,511,0.73977561,7.89592859,9.69150847,9865548,14594900945,1479.380663,13638304684,6690,42.53754813,53.368
EU,Europe,BLR,Belarus,2003,Male,2927,3.85015061,56.22899103,63.30067953,9796749,17825444724,1819.526531,15937211152,7380,28.39783991,54.043
EU,Europe,BLR,Belarus,2003,Female,540,0.80381066,8.07153555,10.2859827,9796749,17825444724,1819.526531,15937211152,7380,28.39783991,54.043
EU,Europe,BLR,Belarus,2007,Male,2207,3.16651841,42.2716342,48.7387765,9560953,45275711996,4735.481076,41176324223,12220,8.426752735,56.993
EU,Europe,BLR,Belarus,2007,Female,456,0.72043605,6.83650857,8.81347782,9560953,45275711996,4735.481076,41176324223,12220,8.426752735,56.993
EU,Europe,BLR,Belarus,2008,Male,2190,3.11022112,41.61603529,48.48869162,9527985,60752106347,6376.175692,52095905436,13720,14.83787648,57.874
EU,Europe,BLR,Belarus,2008,Female,471,0.74212964,7.23012117,9.12026434,9527985,60752106347,6376.175692,52095905436,13720,14.83787648,57.874
EU,Europe,BLR,Belarus,2009,Male,2238,3.17154397,42.98770833,49.64369888,9504583,50873167326,5352.488092,53836607770,13740,12.94565634,58.757
EU,Europe,BLR,Belarus,2009,Female,505,0.78255749,7.69548055,9.78683119,9504583,50873167326,5352.488092,53836607770,13740,12.94565634,58.757
EU,Europe,BLR,Belarus,2010,Male,2072,2.88623605,40.22245074,46.94979295,9483836,57231904543,6034.678852,58336092056,15050,7.735748043,59.246
EU,Europe,BLR,Belarus,2010,Female,390,0.59685047,6.23668552,7.68116016,9483836,57231904543,6034.678852,58336092056,15050,7.735748043,59.246
EU,Europe,BLR,Belarus,2011,Male,1794,2.51440104,34.94639277,40.7428461,9461643,61762382328,6527.659343,60026837310,16380,53.22869831,59.713
EU,Europe,BLR,Belarus,2011,Female,380,0.5961626,5.86638497,7.49515034,9461643,61762382328,6527.659343,60026837310,16380,53.22869831,59.713
EU,Europe,BLR,Belarus,2013,Male,1569,2.4900019,30.61029373,35.66420548,9443211,75527558966,7998.080205,66405454810,18330,18.31226104,60.425
EU,Europe,BLR,Belarus,2013,Female,334,0.53599512,5.01932432,6.59215557,9443211,75527558966,7998.080205,66405454810,18330,18.31226104,60.425
EU,Europe,BLR,Belarus,2014,Male,1466,2.39253191,28.49420883,33.27882205,9448515,78812805039,8341.290143,72028951010,18440,18.11955435,60.674
EU,Europe,BLR,Belarus,2014,Female,276,0.45795447,4.28337395,5.44453118,9448515,78812805039,8341.290143,72028951010,18440,18.11955435,60.674
EU,Europe,BLR,Belarus,2018,Male,1460,2.44024737,27.84875215,33.04184093,9438785,60031173808,6360.053101,54056744191,18730,4.872302206,61.835
EU,Europe,BLR,Belarus,2018,Female,347,0.57619182,5.21501395,6.85112853,9438785,60031173808,6360.053101,54056744191,18730,4.872302206,61.835
CSA,Central and South America,BLZ,Belize,1991,Male,2,0.46403712,4.30738095,2.05973223,186462,594975697,3190.868365,558323784.9,4970,0.761951501,50.232
CSA,Central and South America,BLZ,Belize,1991,Female,0,0,0,0,186462,594975697,3190.868365,558323784.9,4970,0.761951501,50.232
CSA,Central and South America,BLZ,Belize,1993,Male,1,0.21978022,1.11838235,0.97751711,194177,750018765.3,3862.552029,744718088.4,5920,1.472596947,50.652
CSA,Central and South America,BLZ,Belize,1993,Female,0,0,0,0,194177,750018765.3,3862.552029,744718088.4,5920,1.472596947,50.652
CSA,Central and South America,BLZ,Belize,1994,Male,7,1.65484634,10.83456854,6.88962816,198416,769649509.5,3878.968982,753827245.1,5870,2.569343046,49.846
CSA,Central and South America,BLZ,Belize,1994,Female,1,0.29411765,1.34472511,0.99923059,198416,769649509.5,3878.968982,753827245.1,5870,2.569343046,49.846
CSA,Central and South America,BLZ,Belize,1995,Male,13,2.30496454,17.4465582,12.07056639,203556,816491620.2,4011.140031,792603327.3,5920,2.889615844,49.903
CSA,Central and South America,BLZ,Belize,1995,Female,1,0.27247956,0.66724409,0.9469697,203556,816491620.2,4011.140031,792603327.3,5920,2.889615844,49.903
CSA,Central and South America,BLZ,Belize,1996,Male,8,1.53256705,9.8940983,7.43480604,209840,848205276.9,4042.152482,819453282.2,5890,5.965020975,49.952
CSA,Central and South America,BLZ,Belize,1996,Female,0,0,0,0,209840,848205276.9,4042.152482,819453282.2,5890,5.965020975,49.952
CSA,Central and South America,BLZ,Belize,1997,Male,1,0.14705882,1.10211322,0.89625009,217117,870861115.2,4011.022238,857062237.7,6060,1.149037568,51.431
CSA,Central and South America,BLZ,Belize,1997,Female,0,0,0,0,217117,870861115.2,4011.022238,857062237.7,6060,1.149037568,51.431
CSA,Central and South America,BLZ,Belize,1998,Male,11,1.39949109,12.69033787,9.48750237,224907,926550756,4119.706172,867108464.8,6100,2.1952625,50.3
CSA,Central and South America,BLZ,Belize,1998,Female,1,0.17730496,1.6244283,0.87484472,224907,926550756,4119.706172,867108464.8,6100,2.1952625,50.3
CSA,Central and South America,BLZ,Belize,1999,Male,18,2.40963855,16.29933883,14.95849019,232733,996906468.7,4283.477069,943266917.9,6500,2.621395246,51.686
CSA,Central and South America,BLZ,Belize,1999,Female,0,0,0,0,232733,996906468.7,4283.477069,943266917.9,6500,2.621395246,51.686
CSA,Central and South America,BLZ,Belize,2000,Male,14,1.5625,15.93560852,11.24353497,240406,1134756761,4720.168218,1074234106,7170,3.067439669,53.106
CSA,Central and South America,BLZ,Belize,2000,Female,4,0.62695925,3.32799494,3.25748815,240406,1134756761,4720.168218,1074234106,7170,3.067439669,53.106
CSA,Central and South America,BLZ,Belize,2001,Male,17,2.23390276,15.70074748,13.23935984,248100,1168127974,4708.294937,1105446059,7380,3.651417866,54.36
CSA,Central and South America,BLZ,Belize,2001,Female,2,0.4,1.51358153,1.57899308,248100,1168127974,4708.294937,1105446059,7380,3.651417866,54.36
CSA,Central and South America,BLZ,Belize,2002,Male,9,1.18421053,9.28547311,6.81482603,255987,1240059540,4844.228574,1161154502,7680,4.240266607,53.996
CSA,Central and South America,BLZ,Belize,2002,Female,5,0.95419847,4.37876667,3.83665076,255987,1240059540,4844.228574,1161154502,7680,4.240266607,53.996
CSA,Central and South America,BLZ,Belize,2003,Male,8,1.06951872,7.66232457,5.90061883,263998,1303381861,4937.089905,1267871696,8200,2.318082747,54.017
CSA,Central and South America,BLZ,Belize,2003,Female,4,0.75614367,3.54741732,2.9884422,263998,1303381861,4937.089905,1267871696,8200,2.318082747,54.017
CSA,Central and South America,BLZ,Belize,2004,Male,19,2.47395833,17.06902378,13.66061286,272128,1394273991,5123.596214,1352758975,8420,6.394430997,54.087
CSA,Central and South America,BLZ,Belize,2004,Female,1,0.18867925,1.83494754,0.72764316,272128,1394273991,5123.596214,1352758975,8420,6.394430997,54.087
CSA,Central and South America,BLZ,Belize,2005,Male,11,1.35970334,7.66879657,7.71053259,280375,1468145956,5236.365426,1406772414,8670,-1.104310444,54.113
